y_true,y_pred,confidence,p_average,p_flop,p_hit,p_true_baseline,p_true_credits,id,title,original_title
flop,hit,0.5524820548820594,0.36847329720364946,0.0790446479142912,0.5524820548820594,0.36290751417105976,0.0790446479142912,522,Ed Wood,Ed Wood
flop,flop,0.4742193383678995,0.33128408942681997,0.4742193383678995,0.19449657220528058,0.3482698765696666,0.4742193383678995,1909,Don Juan DeMarco,Don Juan DeMarco
hit,hit,0.8844869015253601,0.06182363924489461,0.053689459229745315,0.8844869015253601,0.6439100204121465,0.8844869015253601,1547,The Lost Boys,The Lost Boys
hit,hit,0.4097993074090558,0.262062685342802,0.3281380072481422,0.4097993074090558,0.5524935021271932,0.4097993074090558,24021,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse
hit,flop,0.42309193399293865,0.19091232919885012,0.42309193399293865,0.3859957368082113,0.3236170216907303,0.3859957368082113,11873,The Color of Money,The Color of Money
flop,average,0.44183115592475397,0.44183115592475397,0.43117484729850925,0.1269939967767368,0.2774245612553236,0.43117484729850925,8870,Red Planet,Red Planet
hit,hit,0.6806452379916935,0.059308381903935684,0.26004638010437076,0.6806452379916935,0.2665649912366386,0.6806452379916935,18712,Sands of Iwo Jima,Sands of Iwo Jima
flop,flop,0.5125405710377712,0.24875184477567452,0.5125405710377712,0.23870758418655424,0.461978230143582,0.5125405710377712,7512,Idiocracy,Idiocracy
flop,flop,0.564394881868055,0.291577475138138,0.564394881868055,0.14402764299380705,0.34830885737446654,0.564394881868055,38541,The Divide,The Divide
flop,flop,0.3642162286634828,0.33287883892328807,0.3642162286634828,0.30290493241322913,0.2775486533255862,0.3642162286634828,228967,The Interview,The Interview
hit,flop,0.5507780115954223,0.34178824806012736,0.5507780115954223,0.10743374034445048,0.1702072754281119,0.10743374034445048,9470,Kung Fu Hustle,功夫
hit,average,0.5783358179945216,0.5783358179945216,0.07442338477614843,0.34724079722933,0.4440929435691274,0.34724079722933,87502,Flight,Flight
flop,flop,0.5447520436743055,0.2848373963816822,0.5447520436743055,0.17041055994401222,0.32917053796251566,0.5447520436743055,13996,Bottle Shock,Bottle Shock
hit,flop,0.5267586362947705,0.32935559991357266,0.5267586362947705,0.14388576379165677,0.33686013072267373,0.14388576379165677,8780,Baby Mama,Baby Mama
hit,hit,0.4213456804356677,0.3783478611060924,0.20030645845823986,0.4213456804356677,0.3670729679353706,0.4213456804356677,868,Tsotsi,Tsotsi
flop,flop,0.49110041584226893,0.3605485917700721,0.49110041584226893,0.14835099238765895,0.28609542149711265,0.49110041584226893,192136,Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom
hit,hit,0.5290553686984752,0.3078082904485871,0.1631363408529377,0.5290553686984752,0.29857587621839954,0.5290553686984752,132344,Before Midnight,Before Midnight
flop,flop,0.5765199434743872,0.3102637011716903,0.5765199434743872,0.11321635535392265,0.40326582282877027,0.5765199434743872,34341,Men with Brooms,Men with Brooms
hit,average,0.38131125513322894,0.38131125513322894,0.27028654407957176,0.34840220078719925,0.5182114105700614,0.34840220078719925,121,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers
hit,hit,0.48172098952946285,0.3943921803018891,0.12388683016864797,0.48172098952946285,0.3163028774737404,0.48172098952946285,1824,50 First Dates,50 First Dates
hit,hit,0.47141141462708064,0.133429198590004,0.3951593867829154,0.47141141462708064,0.2942033699567111,0.47141141462708064,9372,Super Size Me,Super Size Me
hit,flop,0.46233958624286703,0.3292613784135437,0.46233958624286703,0.20839903534358922,0.33333352516499637,0.20839903534358922,1259,Notes on a Scandal,Notes on a Scandal
flop,flop,0.36320317099070065,0.34393700970523566,0.36320317099070065,0.29285981930406363,0.46063169658245634,0.36320317099070065,34584,The NeverEnding Story,The Neverending Story
flop,average,0.497745448636427,0.497745448636427,0.30930002142676893,0.19295452993680393,0.21613413359455938,0.30930002142676893,9932,Analyze That,Analyze That
flop,flop,0.5621155288079048,0.35974814844285397,0.5621155288079048,0.07813632274924118,0.5339689793498038,0.5621155288079048,9616,The Order,The Order
hit,flop,0.6549539212891854,0.24167250701756626,0.6549539212891854,0.10337357169324837,0.3287306224142927,0.10337357169324837,11395,The Santa Clause,The Santa Clause
hit,flop,0.6054704173005201,0.3203861295496976,0.6054704173005201,0.07414345314978234,0.2508585629545648,0.07414345314978234,9383,Hollow Man,Hollow Man
average,average,0.42844810063774225,0.42844810063774225,0.3354143496919931,0.23613754967026473,0.41920468155330987,0.42844810063774225,70868,I Don't Know How She Does It,I Don't Know How She Does It
flop,flop,0.42455901478642133,0.165541897536549,0.42455901478642133,0.40989908767702976,0.16392810976648,0.42455901478642133,75531,Isn't She Great,Isn't She Great
flop,flop,0.5928289265804103,0.19801350426252837,0.5928289265804103,0.20915756915706132,0.499151802661351,0.5928289265804103,50875,Higher Ground,Higher Ground
hit,hit,0.44852018408816224,0.42828435172845253,0.12319546418338533,0.44852018408816224,0.4777385830045977,0.44852018408816224,9637,Scooby-Doo,Scooby-Doo
flop,hit,0.3831173451831415,0.30342259593446697,0.3134600588823915,0.3831173451831415,0.39156896579334177,0.3134600588823915,19255,Away We Go,Away We Go
flop,flop,0.5842033851050843,0.2297424137841744,0.5842033851050843,0.18605420111074122,0.3701917661152408,0.5842033851050843,188207,The Legend of Hercules,The Legend of Hercules
hit,flop,0.5253804964612997,0.31817559398991446,0.5253804964612997,0.15644390954878576,0.12302080229300141,0.15644390954878576,44865,The Grandmaster,一代宗師
hit,average,0.5018889087979842,0.5018889087979842,0.04648678253891975,0.45162430866309616,0.3619285059071021,0.45162430866309616,435,The Day After Tomorrow,The Day After Tomorrow
average,flop,0.38209376397272227,0.35038561024830456,0.38209376397272227,0.2675206257789732,0.24000408479904178,0.35038561024830456,7445,Brothers,Brothers
flop,average,0.4951126133964808,0.4951126133964808,0.3367971814175352,0.16809020518598392,0.17152189495940395,0.3367971814175352,49852,The Nutcracker: The Untold Story,The Nutcracker: The Untold Story
hit,hit,0.41337257001774835,0.22778987137691728,0.35883755860533445,0.41337257001774835,0.3596736603494405,0.41337257001774835,2001,We Own the Night,We Own the Night
average,hit,0.8036179354375033,0.1056035239942478,0.0907785405682489,0.8036179354375033,0.14279607968526045,0.1056035239942478,1091,The Thing,The Thing
hit,average,0.4933813363073186,0.4933813363073186,0.18008870405846655,0.3265299596342148,0.42562790954182644,0.3265299596342148,9291,The Longest Yard,The Longest Yard
flop,average,0.7828621831331691,0.7828621831331691,0.07495596875647595,0.14218184811035495,0.32751483735754816,0.07495596875647595,10534,White Squall,White Squall
flop,flop,0.3863705783972114,0.3806566711943872,0.3863705783972114,0.23297275040840143,0.3466368958039871,0.3863705783972114,25704,Post Grad,Post Grad
average,flop,0.44406066724815163,0.3444537271814215,0.44406066724815163,0.21148560557042695,0.42613956453377855,0.3444537271814215,11431,Fever Pitch,Fever Pitch
hit,flop,0.44232450863132666,0.15580296110971056,0.44232450863132666,0.40187253025896275,0.6188885524620217,0.40187253025896275,31175,Soul Kitchen,Soul Kitchen
hit,hit,0.5431497903480296,0.18909609410702963,0.26775411554494083,0.5431497903480296,0.5362795287724372,0.5431497903480296,1777,Fahrenheit 9/11,Fahrenheit 9/11
hit,hit,0.6121928067579353,0.1344391166989852,0.2533680765430794,0.6121928067579353,0.22923090997034234,0.6121928067579353,3080,Top Hat,Top Hat
hit,flop,0.5672094941595975,0.1032368285389141,0.5672094941595975,0.32955367730148843,0.08343277927905857,0.32955367730148843,11426,From Here to Eternity,From Here to Eternity
hit,hit,0.7598599595579649,0.19741245015148712,0.04272759029054809,0.7598599595579649,0.4338923022362451,0.7598599595579649,227306,Unbroken,Unbroken
hit,flop,0.4182219555685363,0.2821050580551329,0.4182219555685363,0.2996729863763308,0.3029265217064866,0.2996729863763308,9895,Man of the Year,Man of the Year
hit,hit,0.40539094247626356,0.3189086724100296,0.2757003851137068,0.40539094247626356,0.515742234456558,0.40539094247626356,1562,28 Weeks Later,28 Weeks Later
flop,flop,0.4366533670670022,0.2968321786192029,0.4366533670670022,0.2665144543137949,0.352864446634475,0.4366533670670022,9009,Dark Water,Dark Water
average,flop,0.6698762684550057,0.20154048015123602,0.6698762684550057,0.12858325139375829,0.2894682098988153,0.20154048015123602,13435,Antwone Fisher,Antwone Fisher
hit,average,0.39441344391013294,0.39441344391013294,0.33065418504505495,0.2749323710448121,0.3772109707788932,0.2749323710448121,38167,Eat Pray Love,Eat Pray Love
hit,flop,0.4404446331508868,0.3644506745580062,0.4404446331508868,0.1951046922911071,0.3534721779733537,0.1951046922911071,10377,My Cousin Vinny,My Cousin Vinny
flop,flop,0.7829184543090337,0.16157985329061175,0.7829184543090337,0.05550169240035447,0.49303601517208406,0.7829184543090337,168705,BloodRayne,BloodRayne
flop,flop,0.43423812291569475,0.3959347847465758,0.43423812291569475,0.16982709233772952,0.4359914330370013,0.43423812291569475,11702,The Replacement Killers,The Replacement Killers
hit,hit,0.6513213194309401,0.1509347363503151,0.19774394421874483,0.6513213194309401,0.4998882168388614,0.6513213194309401,9003,Hellraiser,Hellraiser
hit,average,0.4045786802592285,0.4045786802592285,0.298145156193786,0.29727616354698555,0.31767335908479255,0.29727616354698555,792,Platoon,Platoon
flop,average,0.4382620076547424,0.4382620076547424,0.39366266895569313,0.16807532338956446,0.40620825715546544,0.39366266895569313,36691,Solitary Man,Solitary Man
hit,flop,0.40754058729288867,0.23940533678369888,0.40754058729288867,0.35305407592341254,0.39778534505888147,0.35305407592341254,5123,August Rush,August Rush
hit,average,0.49025225156700986,0.49025225156700986,0.3737982227476692,0.13594952568532095,0.2021853617530729,0.13594952568532095,9334,The Scorpion King,The Scorpion King
flop,flop,0.44688924906978694,0.3673822920968214,0.44688924906978694,0.18572845883339165,0.35398580536124125,0.44688924906978694,13092,How to Lose Friends & Alienate People,How to Lose Friends & Alienate People
flop,hit,0.6053432242968932,0.29007083718308097,0.10458593852002576,0.6053432242968932,0.20476752091892106,0.10458593852002576,10012,Cursed,Cursed
hit,hit,0.91341551028461,0.022039030949084607,0.06454545876630553,0.91341551028461,0.28609353350806077,0.91341551028461,389,12 Angry Men,12 Angry Men
hit,hit,0.5983399870334682,0.31846002215632274,0.08319999081020896,0.5983399870334682,0.4866872809725755,0.5983399870334682,12,Finding Nemo,Finding Nemo
hit,average,0.4895374442043103,0.4895374442043103,0.09269118849357354,0.4177713673021162,0.3942006439601931,0.4177713673021162,4147,Road to Perdition,Road to Perdition
hit,hit,0.4094818379394316,0.3183852891036832,0.27213287295688515,0.4094818379394316,0.49980294606533165,0.4094818379394316,58595,Snow White and the Huntsman,Snow White and the Huntsman
average,flop,0.7556403131697104,0.13871630659166836,0.7556403131697104,0.10564338023862126,0.23662340807362567,0.13871630659166836,13001,Stargate: The Ark of Truth,Stargate: The Ark of Truth
average,hit,0.47496710286978977,0.24007407590963048,0.2849588212205797,0.47496710286978977,0.23229801012432807,0.24007407590963048,2009,"4 Months, 3 Weeks and 2 Days","4 luni, 3 săptămîni și 2 zile"
flop,flop,0.459129276602168,0.3752554881715856,0.459129276602168,0.16561523522624633,0.35495258264335794,0.459129276602168,5852,Angel Eyes,Angel Eyes
average,flop,0.5894412157474437,0.2517812259795714,0.5894412157474437,0.15877755827298495,0.2499147971948184,0.2517812259795714,13960,ATL,ATL
flop,flop,0.3503378115112937,0.3394312064008639,0.3503378115112937,0.31023098208784244,0.43504835871785363,0.3503378115112937,8814,Doom,Doom
hit,hit,0.890940551480123,0.07142575113181031,0.03763369738806671,0.890940551480123,0.7707588416491711,0.890940551480123,609,Poltergeist,Poltergeist
flop,average,0.43898368657659165,0.43898368657659165,0.3191035360887094,0.24191277733469907,0.2675236299464711,0.3191035360887094,12177,The Love Guru,The Love Guru
hit,hit,0.7147521169838402,0.073377244076755,0.21187063893940478,0.7147521169838402,0.2857082529609849,0.7147521169838402,43306,A Guy Named Joe,A Guy Named Joe
flop,flop,0.4842778934287152,0.20904114264328277,0.4842778934287152,0.3066809639280019,0.558171154180425,0.4842778934287152,29146,Charly,Charly
flop,flop,0.5593400650090151,0.26412123873811205,0.5593400650090151,0.17653869625287288,0.4376825594297446,0.5593400650090151,9095,Mary Reilly,Mary Reilly
hit,hit,0.6275354646186848,0.21750624500648455,0.15495829037483072,0.6275354646186848,0.5681337331170888,0.6275354646186848,44040,Devil,Devil
hit,flop,0.420298109319247,0.3216413567315596,0.420298109319247,0.2580605339491935,0.4086856890157949,0.2580605339491935,10557,East Is East,East Is East
average,average,0.38083187287500925,0.38083187287500925,0.3433109121605714,0.2758572149644194,0.38622241258842593,0.38083187287500925,14578,Outside Providence,Outside Providence
average,average,0.42905332558016873,0.42905332558016873,0.3930436634336774,0.17790301098615394,0.39324743780843735,0.42905332558016873,46261,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark
hit,flop,0.5934088057288998,0.312778708996879,0.5934088057288998,0.09381248527422119,0.23294108489621354,0.09381248527422119,48340,Sanctum,Sanctum
flop,flop,0.49000241973626407,0.33092814140390164,0.49000241973626407,0.17906943885983434,0.39571061867983803,0.49000241973626407,9701,North Country,North Country
average,average,0.6829456372545424,0.6829456372545424,0.21004237359046685,0.10701198915499079,0.4441973524531656,0.6829456372545424,9509,Man on Fire,Man on Fire
hit,hit,0.4290023105305057,0.16322862488805187,0.4077690645814425,0.4290023105305057,0.40276460861799845,0.4290023105305057,84332,Safety Not Guaranteed,Safety Not Guaranteed
hit,hit,0.4489754021165253,0.21123017706374733,0.33979442081972727,0.4489754021165253,0.27361423272564006,0.4489754021165253,205596,The Imitation Game,The Imitation Game
hit,flop,0.4667760263094481,0.1684161919119684,0.4667760263094481,0.3648077817785835,0.19049745128428747,0.3648077817785835,9367,El Mariachi,El Mariachi
flop,average,0.4904785422695457,0.4904785422695457,0.11878851164064198,0.39073294608981235,0.23676332729422048,0.11878851164064198,3093,Basic Instinct 2,Basic Instinct 2
hit,flop,0.5346000834988935,0.3281047745732038,0.5346000834988935,0.13729514192790268,0.2688320299403305,0.13729514192790268,13051,Max Payne,Max Payne
hit,flop,0.42066907899293654,0.40790173559677867,0.42066907899293654,0.17142918541028473,0.26444959153728853,0.17142918541028473,43959,Soul Surfer,Soul Surfer
average,hit,0.39381805734159503,0.3815530439259741,0.22462889873243083,0.39381805734159503,0.4426047339345022,0.3815530439259741,258489,The Legend of Tarzan,The Legend of Tarzan
hit,hit,0.8359812931888553,0.10839669559516829,0.05562201121597645,0.8359812931888553,0.6266874275688719,0.8359812931888553,10281,Friday the 13th Part VII: The New Blood,Friday the 13th Part VII: The New Blood
hit,hit,0.7674709367569275,0.16282136746407178,0.0697076957790008,0.7674709367569275,0.29075982499144115,0.7674709367569275,270487,"Hail, Caesar!","Hail, Caesar!"
hit,hit,0.7201792180185268,0.20398760566567492,0.07583317631579826,0.7201792180185268,0.24165531102191803,0.7201792180185268,395,AVP: Alien vs. Predator,AVP: Alien vs. Predator
flop,average,0.5309543265563689,0.5309543265563689,0.2392466271977867,0.2297990462458444,0.1681014768574443,0.2392466271977867,1850,Man on the Moon,Man on the Moon
hit,hit,0.7692358732046111,0.21905847367791173,0.011705653117477233,0.7692358732046111,0.32449249186802115,0.7692358732046111,206647,Spectre,Spectre
hit,flop,0.6353884053260339,0.18870093635059645,0.6353884053260339,0.1759106583233696,0.29634488551236166,0.1759106583233696,1088,Whale Rider,Whale Rider
average,average,0.5125007980120094,0.5125007980120094,0.22663763323542951,0.260861568752561,0.47397035946805505,0.5125007980120094,13183,Watchmen,Watchmen
hit,hit,0.8103599399141886,0.0751386200762003,0.11450144000961109,0.8103599399141886,0.3993654225010507,0.8103599399141886,82695,Les Misérables,Les Misérables
hit,average,0.5521824723851015,0.5521824723851015,0.14943987216483406,0.2983776554500644,0.3124989911562728,0.2983776554500644,9021,The Santa Clause 2,The Santa Clause 2
average,average,0.4982776195419376,0.4982776195419376,0.1968497811075188,0.3048725993505437,0.4207002484673989,0.4982776195419376,10590,We Were Soldiers,We Were Soldiers
hit,hit,0.7503301234942196,0.19715094758777751,0.05251892891800289,0.7503301234942196,0.6219521037679514,0.7503301234942196,238636,The Purge: Anarchy,The Purge: Anarchy
flop,flop,0.44428547856857786,0.43865883241150605,0.44428547856857786,0.11705568901991617,0.3122344216132843,0.44428547856857786,5491,Battlefield Earth,Battlefield Earth
average,hit,0.4622131286387798,0.3888362238054062,0.14895064755581391,0.4622131286387798,0.37423242258022127,0.3888362238054062,117251,White House Down,White House Down
hit,average,0.3518347206064415,0.3518347206064415,0.30996666242811405,0.33819861696544445,0.3306601374764414,0.33819861696544445,11023,Thirteen,Thirteen
hit,hit,0.8293188819350572,0.1282142562647204,0.042466861800222355,0.8293188819350572,0.6067703111952847,0.8293188819350572,329,Jurassic Park,Jurassic Park
hit,average,0.34803510405561383,0.34803510405561383,0.3141723499821546,0.3377925459622316,0.3978066327394616,0.3377925459622316,10663,The Waterboy,The Waterboy
average,average,0.5017680452382723,0.5017680452382723,0.4062457619258407,0.09198619283588702,0.5369902427278186,0.5017680452382723,9023,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron
average,flop,0.4845686598930019,0.3742397647976854,0.4845686598930019,0.1411915753093127,0.42826443703755934,0.3742397647976854,228326,The Book of Life,The Book of Life
hit,flop,0.4531375275766568,0.24722748040852036,0.4531375275766568,0.2996349920148229,0.2762044840485821,0.2996349920148229,8913,Pet Sematary,Pet Sematary
average,flop,0.4059415098285291,0.23149411826014826,0.4059415098285291,0.36256437191132257,0.2512807986575088,0.23149411826014826,746,The Last Emperor,The Last Emperor
hit,flop,0.41671473376367796,0.2589095826143111,0.41671473376367796,0.32437568362201086,0.25100000786877136,0.32437568362201086,7191,Cloverfield,Cloverfield
average,average,0.36309362723167204,0.36309362723167204,0.3208321013293428,0.3160742714389851,0.22598039038743858,0.36309362723167204,12403,A Perfect Getaway,A Perfect Getaway
flop,average,0.41080133133160934,0.41080133133160934,0.3275419340296624,0.2616567346387282,0.215665165115302,0.3275419340296624,11086,The Majestic,The Majestic
average,hit,0.47566969301782464,0.3222375180246536,0.20209278895752184,0.47566969301782464,0.33476319818529526,0.3222375180246536,300671,13 Hours: The Secret Soldiers of Benghazi,13 Hours: The Secret Soldiers of Benghazi
flop,flop,0.5345491692063323,0.24739319118875416,0.5345491692063323,0.21805763960491342,0.42655483042992287,0.5345491692063323,39800,Life During Wartime,Life During Wartime
hit,average,0.45923599221496003,0.45923599221496003,0.2677819700206458,0.2729820377643942,0.18496034898431743,0.2729820377643942,1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
average,average,0.4629257613083974,0.4629257613083974,0.2472480436576894,0.2898261950339132,0.4228537270554387,0.4629257613083974,503,Poseidon,Poseidon
hit,flop,0.6235939283392025,0.24207534195462777,0.6235939283392025,0.13433072970616977,0.24003476730361656,0.13433072970616977,75674,Act of Valor,Act of Valor
hit,flop,0.43890396694525535,0.30959607215961993,0.43890396694525535,0.2514999608951247,0.20341465830494548,0.2514999608951247,8681,Taken,Taken
flop,flop,0.5719687361462585,0.30670280264841066,0.5719687361462585,0.1213284612053307,0.4142294560097987,0.5719687361462585,13827,"Surfer, Dude","Surfer, Dude"
hit,hit,0.7880585326379153,0.04604068344582773,0.165900783916257,0.7880585326379153,0.45990986571951953,0.7880585326379153,756,Fantasia,Fantasia
hit,hit,0.4311766763066208,0.35139146988923115,0.217431853804148,0.4311766763066208,0.29202705713903976,0.4311766763066208,11870,Big Fat Liar,Big Fat Liar
hit,hit,0.5069795071645293,0.3179488335815105,0.17507165925396026,0.5069795071645293,0.4108157327848075,0.5069795071645293,788,Mrs. Doubtfire,Mrs. Doubtfire
flop,flop,0.6650259586227341,0.18983523058358148,0.6650259586227341,0.14513881079368451,0.5086507704064525,0.6650259586227341,3033,Gods and Monsters,Gods and Monsters
hit,average,0.3753568968336846,0.3753568968336846,0.29940208806934077,0.32524101509697456,0.3125724839378725,0.32524101509697456,744,Top Gun,Top Gun
average,flop,0.4712865202284802,0.32923808953149913,0.4712865202284802,0.19947539024002053,0.3416350554179343,0.32923808953149913,23049,My Life in Ruins,My Life in Ruins
hit,hit,0.37028939554309664,0.36926407537932143,0.2604465290775818,0.37028939554309664,0.5117371256351689,0.37028939554309664,8920,Garfield,Garfield
flop,hit,0.5479301180250374,0.247951999215566,0.2041178827593966,0.5479301180250374,0.33883493914619645,0.2041178827593966,3509,A Scanner Darkly,A Scanner Darkly
average,flop,0.6506422488065549,0.2806332883157447,0.6506422488065549,0.06872446287770045,0.4875477494079187,0.2806332883157447,300168,Dragon Blade,天將雄師
hit,flop,0.5945734380287165,0.2986722081923857,0.5945734380287165,0.10675435377889791,0.20144803298202965,0.10675435377889791,16690,Return to Never Land,Return to Never Land
average,flop,0.4324523160905378,0.31318700433413205,0.4324523160905378,0.2543606795753302,0.32866076320689663,0.31318700433413205,38357,Morning Glory,Morning Glory
hit,flop,0.383836160458382,0.2729038686785541,0.383836160458382,0.34325997086306387,0.2657134835743089,0.34325997086306387,50035,Lovely & Amazing,Lovely & Amazing
flop,flop,0.437943126532019,0.3389776636691049,0.437943126532019,0.22307920979887622,0.4325834213930596,0.437943126532019,59678,Attack the Block,Attack the Block
average,flop,0.4411839298569868,0.26878450015768507,0.4411839298569868,0.2900315699853281,0.2687991031984075,0.26878450015768507,119283,Parker,Parker
hit,hit,0.43234515549785135,0.31584821372568406,0.25180663077646465,0.43234515549785135,0.32882996106190504,0.43234515549785135,274,The Silence of the Lambs,The Silence of the Lambs
hit,average,0.493220366501077,0.493220366501077,0.28221563297290103,0.22456400052602202,0.3461586893286315,0.22456400052602202,251,Ghost,Ghost
hit,average,0.3456950331073779,0.3456950331073779,0.30872454590013904,0.345580420992483,0.39398559870097355,0.345580420992483,496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
average,flop,0.5641645650042042,0.19238628677025768,0.5641645650042042,0.24344914822553806,0.21762507246122037,0.19238628677025768,239571,The Best of Me,The Best of Me
hit,hit,0.7149039316351086,0.12473872045606209,0.16035734790882925,0.7149039316351086,0.5697264293408463,0.7149039316351086,9731,Friday the 13th: A New Beginning,Friday the 13th: A New Beginning
hit,hit,0.7005666867553682,0.16060055973332898,0.13883275351130286,0.7005666867553682,0.5606151990274413,0.7005666867553682,41436,Paranormal Activity 2,Paranormal Activity 2
hit,hit,0.41150009357555956,0.27444418767475826,0.3140557187496822,0.41150009357555956,0.3623661576671551,0.41150009357555956,175574,Free Birds,Free Birds
flop,flop,0.6497460308722434,0.27074439311483917,0.6497460308722434,0.07950957601291761,0.370387888891328,0.6497460308722434,10185,The Midnight Meat Train,The Midnight Meat Train
hit,hit,0.5902704122527368,0.1387538559440739,0.2709757318031893,0.5902704122527368,0.35461603039419654,0.5902704122527368,58882,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan
flop,flop,0.5310799163735357,0.3716882610766096,0.5310799163735357,0.09723182254985464,0.4302227774158122,0.5310799163735357,5393,Happily N'Ever After,Happily N'Ever After
hit,hit,0.5785850088200236,0.3117366706675989,0.10967832051237739,0.5785850088200236,0.5157723324453628,0.5785850088200236,7443,Chicken Run,Chicken Run
flop,flop,0.44959231436070485,0.33224186821103074,0.44959231436070485,0.2181658174282645,0.31901871300268836,0.44959231436070485,59860,Monte Carlo,Monte Carlo
flop,flop,0.49786304944540927,0.14091221452930136,0.49786304944540927,0.3612247360252894,0.31414088286941744,0.49786304944540927,91070,L!fe Happens,L!fe Happens
hit,hit,0.5279754407619629,0.3444379893308555,0.12758656990718167,0.5279754407619629,0.39660873313954614,0.5279754407619629,1587,What's Eating Gilbert Grape,What's Eating Gilbert Grape
hit,hit,0.4758758716169485,0.19120774044298672,0.3329163879400649,0.4758758716169485,0.3531995999270745,0.4758758716169485,1365,Monster's Ball,Monster's Ball
hit,hit,0.5994202530538112,0.1995534528396847,0.20102629410650408,0.5994202530538112,0.48335594107134927,0.5994202530538112,18785,The Hangover,The Hangover
average,flop,0.6258317317222544,0.2039540482256821,0.6258317317222544,0.17021422005206355,0.24417088047763316,0.2039540482256821,301351,We Are Your Friends,We Are Your Friends
hit,flop,0.37528519982587866,0.33053117967746487,0.37528519982587866,0.29418362049665653,0.42408345115133944,0.29418362049665653,9487,A Bug's Life,A Bug's Life
average,average,0.5032517064882677,0.5032517064882677,0.12131315208499036,0.3754351414267419,0.46587674873237866,0.5032517064882677,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows
average,flop,0.579353016788943,0.3416353960258489,0.579353016788943,0.07901158718520805,0.38148028666533784,0.3416353960258489,15049,Bon Cop Bad Cop,Bon Cop Bad Cop
hit,flop,0.6792182180831224,0.13784027397494356,0.6792182180831224,0.18294150794193395,0.25086769053938496,0.18294150794193395,122081,Spring Breakers,Spring Breakers
